"ExtensionID","ExtensionName","Status","ChromeStoreURL"
"gcdfailafdfjbailcdcbjmeginhncjkb","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/gcdfailafdfjbailcdcbjmeginhncjkb"
"gcfianbpjcfkafpiadmheejkokcmdkjl","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/gcfianbpjcfkafpiadmheejkokcmdkjl"
"gghdfkafnhfpaooiolhncejnlgglhkhe","AI Sidebar","Active","https://chrome.google.com/webstore/detail/gghdfkafnhfpaooiolhncejnlgglhkhe"
"gnaekhndaddbimfllbgmecjijbbfpabc","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/gnaekhndaddbimfllbgmecjijbbfpabc"
"gohgeedemmaohocbaccllpkabadoogpl","DeepSeek Chat","Active","https://chrome.google.com/webstore/detail/gohgeedemmaohocbaccllpkabadoogpl"
"hgnjolbjpjmhepcbjgeeallnamkjnfgi","AI Letter Generator","Active","https://chrome.google.com/webstore/detail/hgnjolbjpjmhepcbjgeeallnamkjnfgi"
"idhknpoceajhnjokpnbicildeoligdgh","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/idhknpoceajhnjokpnbicildeoligdgh"
"jkphinfhmfkckkcnifhjiplhfoiefffl","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/jkphinfhmfkckkcnifhjiplhfoiefffl"
"kblengdlefjpjkekanpoidgoghdngdgl","AI GPT","Active","https://chrome.google.com/webstore/detail/kblengdlefjpjkekanpoidgoghdngdgl"
"kepibgehhljlecgaeihhnmibnmikbnga","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/kepibgehhljlecgaeihhnmibnmikbnga"
"lgakkahjfibfgmacigibnhcgepajgfdb","Music Downloader - VKsaver","Active","https://chrome.google.com/webstore/detail/lgakkahjfibfgmacigibnhcgepajgfdb"
"llojfncgbabajmdglnkbhmiebiinohek","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/llojfncgbabajmdglnkbhmiebiinohek"
"lodlcpnbppgipaimgbjgniokjcnpiiad","AI Message Generator","Active","https://chrome.google.com/webstore/detail/lodlcpnbppgipaimgbjgniokjcnpiiad"
"mflibpdjoodmoppignjhciadahapkoch","VK Music - audio saver","Active","https://chrome.google.com/webstore/detail/mflibpdjoodmoppignjhciadahapkoch"
"nkgbfengofophpmonladgaldioelckbe","Chat Bot GPT","Active","https://chrome.google.com/webstore/detail/nkgbfengofophpmonladgaldioelckbe"
"nlhpidbjmmffhoogcennoiopekbiglbp","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/nlhpidbjmmffhoogcennoiopekbiglbp"
"pcdgkgbadeggbnodegejccjffnoakcoh","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/pcdgkgbadeggbnodegejccjffnoakcoh"
"pgfibniplgcnccdnkhblpmmlfodijppg","Chrome Web Store","Active","https://chrome.google.com/webstore/detail/pgfibniplgcnccdnkhblpmmlfodijppg"
"phiphcloddhmndjbdedgfbglhpkjcffh","Asking Chat Gpt","Active","https://chrome.google.com/webstore/detail/phiphcloddhmndjbdedgfbglhpkjcffh"
